| Track ID | Collection Name | Track Name | Filename | Filepath | Performers | Year | Region |
| col_10_track_81 | col_10 | Erekheli | 036. SAMEGRELO. TSALENJIKHA. Erekheli.mp3 | გრიმო/CD2/036. SAMEGRELO. TSALENJIKHA. Erekheli.mp3 | Song and dance ensemble of the Tsalenjikha district House of Culture | 1967 | SAMEGRELO |
| col_10_track_82 | col_10 | Alipasha | 068. IMERETI. TUZI. Alipasha.mp3 | გრიმო/CD2/068. IMERETI. TUZI. Alipasha.mp3 | Ensemble of Tuzi village | 1967 | IMERETI |
| col_10_track_83 | col_10 | Chemo natlidedao! | 089. IMERETI. KHARAGAULI. Chemo natlidedao!.mp3 | გრიმო/CD2/089. IMERETI. KHARAGAULI. Chemo natlidedao!.mp3 | Folk group | 1967 | IMERETI |
| col_10_track_84 | col_10 | Berikatsis chivili | 047. SAMEGRELO. CHKHOROTSKU. Berikatsis chivili.mp3 | გრიმო/CD2/047. SAMEGRELO. CHKHOROTSKU. Berikatsis chivili.mp3 | Family ensemble of Rodion Papava | 1967 | SAMEGRELO |
| col_10_track_85 | col_10 | Odelia | 018. RACHA. BOSTANA. Odelia.mp3 | გრიმო/CD2/018. RACHA. BOSTANA. Odelia.mp3 | Choir of elderly singers of the Bostana village | 1967 | RACHA |
| col_10_track_86 | col_10 | Alilo | 021. RACHA. TSAKHLI. Alilo.mp3 | გრიმო/CD2/021. RACHA. TSAKHLI. Alilo.mp3 | Choir of elderly singers at Tsakhi village club | 1967 | RACHA |
| col_10_track_87 | col_10 | Shavo qurshao | 014. RACHA. TSESI. Shavo qurshao.mp3 | გრიმო/CD2/014. RACHA. TSESI. Shavo qurshao.mp3 | Choir of Tsesi Village House of Culture | 1967 | RACHA |
| col_10_track_88 | col_10 | Ierishi | 050. SAMEGRELO. CHKHOROTSKU. Ierishi.mp3 | გრიმო/CD2/050. SAMEGRELO. CHKHOROTSKU. Ierishi.mp3 | Song and dance ensemble of the Chkhorotsqu district House of Culture | 1967 | SAMEGRELO |
| col_10_track_89 | col_10 | Kriste aghsdga | 020. RACHA. TSAKHLI. Kriste aghsdga.mp3 | გრიმო/CD2/020. RACHA. TSAKHLI. Kriste aghsdga.mp3 | Choir of elderly singers at Tsakhi village club | 1967 | RACHA |
| col_10_track_90 | col_10 | Nana | 087. IMERETI. BAZALETI. Nana.mp3 | გრიმო/CD2/087. IMERETI. BAZALETI. Nana.mp3 | The Devdariani Sisters | 1967 | IMERETI |
| col_10_track_91 | col_10 | Khorumi | 101. IMERETI. KHARAGAULI. Khorumi.mp3 | გრიმო/CD2/101. IMERETI. KHARAGAULI. Khorumi.mp3 | Akaki Purtseladze | 1967 | IMERETI |
| col_10_track_92 | col_10 | Mgzavruli maqruli maqrebis mgzavruli | 070. IMERETI. TUZI. Mgzavruli maqruli maqrebis mgzavruli.mp3 | გრიმო/CD2/070. IMERETI. TUZI. Mgzavruli maqruli maqrebis mgzavruli.mp3 | Ensemble of Tuzi village | 1967 | IMERETI |
| col_10_track_93 | col_10 | Nanina | 082. IMERETI. SIKTARVA. Nanina.mp3 | გრიმო/CD2/082. IMERETI. SIKTARVA. Nanina.mp3 | Singers from Siktarva | 1967 | IMERETI |
| col_10_track_94 | col_10 | Si koul bata | 046. SAMEGRELO. CHKHOROTSKU. Si koul bata.mp3 | გრიმო/CD2/046. SAMEGRELO. CHKHOROTSKU. Si koul bata.mp3 | Chogha ensemble | 1967 | SAMEGRELO |
| col_10_track_95 | col_10 | Chona | 085. IMERETI. KITSKHI. Chona.mp3 | გრიმო/CD2/085. IMERETI. KITSKHI. Chona.mp3 | Folk choir | 1967 | IMERETI |
| col_10_track_96 | col_10 | Alipasha | 077. IMERETI. SIKTARVA. Alipasha.mp3 | გრიმო/CD2/077. IMERETI. SIKTARVA. Alipasha.mp3 | Singers from Siktarva | 1967 | IMERETI |
| col_10_track_97 | col_10 | Tagvis shairi | 071. IMERETI. TUZI. Tagvis shairi.mp3 | გრიმო/CD2/071. IMERETI. TUZI. Tagvis shairi.mp3 | Ensemble of Tuzi village | 1967 | IMERETI |
| col_10_track_98 | col_10 | Alilo | 039. SAMEGRELO. TSALENJIKHA. Alilo.mp3 | გრიმო/CD2/039. SAMEGRELO. TSALENJIKHA. Alilo.mp3 | Song and dance ensemble of the Tsalenjikha district House of Culture | 1967 | SAMEGRELO |
| col_10_track_99 | col_10 | Patara nana | 048. SAMEGRELO. CHKHOROTSKU. Patara nana.mp3 | გრიმო/CD2/048. SAMEGRELO. CHKHOROTSKU. Patara nana.mp3 | Family ensemble of Rodion Papava | 1967 | SAMEGRELO |
| col_10_track_100 | col_10 | Dzlevis simghera | 029. SAMEGRELO. TSALENJIKHA. Dzlevis simghera.mp3 | გრიმო/CD2/029. SAMEGRELO. TSALENJIKHA. Dzlevis simghera.mp3 | Folk song and dance ensemble of the Tsalenjikha House of Culture | 1967 | SAMEGRELO |
| col_10_track_101 | col_10 | Samaqrions geakhelit | 007. RACHA. AMBROLAURI. Samaqrions geakhelit.mp3 | გრიმო/CD2/007. RACHA. AMBROLAURI. Samaqrions geakhelit.mp3 | Folk choir of Ambrolauri House of Culture | 1967 | RACHA |
| col_10_track_102 | col_10 | Dadianis satrpialo | 027. SAMEGRELO. TSALENJIKHA. Dadianis satrpialo.mp3 | გრიმო/CD2/027. SAMEGRELO. TSALENJIKHA. Dadianis satrpialo.mp3 | Folk song and dance ensemble of the Tsalenjikha House of Culture | 1967 | SAMEGRELO |
| col_10_track_103 | col_10 | Mravalzhamier | 034. SAMEGRELO. TSALENJIKHA. Mravalzhamier.mp3 | გრიმო/CD2/034. SAMEGRELO. TSALENJIKHA. Mravalzhamier.mp3 | Song and dance ensemble of the Tsalenjikha district House of Culture | 1967 | SAMEGRELO |
| col_10_track_104 | col_10 | Shemodzakhili | 30. KAKHETI. KVARELI. Shemodzakhili.mp3 | გრიმო/CD4/30. KAKHETI. KVARELI. Shemodzakhili.mp3 | Jemal Butskhrikidze and Zurab Revazishvili | 1967 | KAKHETI |
| col_10_track_105 | col_10 | Pshaveli jariskatsis tserili dedas | 17. KAKHETI. IQALTO. Pshaveli jariskatsis tserili dedas.mp3 | გრიმო/CD4/17. KAKHETI. IQALTO. Pshaveli jariskatsis tserili dedas.mp3 | Piruz Mrelashvili | 1967 | KAKHETI |
| col_10_track_106 | col_10 | Tsmidao ghmerto.. Kovlad tsmidao samebao.. | 61. KAKHETI. GURJAANI. Tsmidao ghmerto.. Kovlad tsmidao samebao...mp3 | გრიმო/CD4/61. KAKHETI. GURJAANI. Tsmidao ghmerto.. Kovlad tsmidao samebao...mp3 | Ioseb Mughalashvili and Vano Shoshiashvili | 1967 | KAKHETI |
| col_10_track_107 | col_10 | Shemodzakhili | 01. KAKHETI. TELAVI. Shemodzakhili.mp3 | გრიმო/CD4/01. KAKHETI. TELAVI. Shemodzakhili.mp3 | Avtandil Shashurashvili and Shalva Markozashvili | 1967 | KAKHETI |
| col_10_track_108 | col_10 | Diambego | 25. KAKHETI. ARTANA. Diambego.mp3 | გრიმო/CD4/25. KAKHETI. ARTANA. Diambego.mp3 | Giorgi Giorgobiani and Andro Simashvili | 1967 | KAKHETI |
| col_10_track_109 | col_10 | Shen bicho azamburelo | 80. KAKHETI. VAKIRI. Shen bicho azamburelo.mp3 | გრიმო/CD4/80. KAKHETI. VAKIRI. Shen bicho azamburelo.mp3 | A 13-member choir of the Vakiri village club | 1967 | KAKHETI |
| col_10_track_110 | col_10 | Tsintsqaro | 65. KAKHETI. SIGHNAGHI. Tsintsqaro.mp3 | გრიმო/CD4/65. KAKHETI. SIGHNAGHI. Tsintsqaro.mp3 | Valerian Nanobashvili and Barbare Chakhvashvili | 1967 | KAKHETI |
| col_10_track_111 | col_10 | Maqruli | 40. KAKHETI. SHILDA. Maqruli.mp3 | გრიმო/CD4/40. KAKHETI. SHILDA. Maqruli.mp3 | Ninia Eloshvili and Data Tetrashvili | 1967 | KAKHETI |
| col_10_track_112 | col_10 | Brdzana soloman | 81. KAKHETI. VAKIRI. Brdzana soloman.mp3 | გრიმო/CD4/81. KAKHETI. VAKIRI. Brdzana soloman.mp3 | A 13-member choir of the Vakiri village club | 1967 | KAKHETI |
| col_10_track_113 | col_10 | Tetro bato | 82. KAKHETI. VAKIRI. Tetro bato.mp3 | გრიმო/CD4/82. KAKHETI. VAKIRI. Tetro bato.mp3 | A 13-member choir of the Vakiri village club | 1967 | KAKHETI |
| col_10_track_114 | col_10 | Mokle mravalzhamieri | 84. KAKHETI. VAKIRI. Mokle mravalzhamieri.mp3 | გრიმო/CD4/84. KAKHETI. VAKIRI. Mokle mravalzhamieri.mp3 | A 13-member choir of the Vakiri village club | 1967 | KAKHETI |
| col_10_track_115 | col_10 | Gaprindi, Shavo Mertskhalo | 08. KAKHETI. TELAVI. Gaprindi, Shavo Mertskhalo.mp3 | გრიმო/CD4/08. KAKHETI. TELAVI. Gaprindi, Shavo Mertskhalo.mp3 | Shalva Bidzinashvili and Artem Pirumashvili | 1967 | KAKHETI |
| col_10_track_116 | col_10 | Alilo | 50. KAKHETI. GURJAANI. Alilo.mp3 | გრიმო/CD4/50. KAKHETI. GURJAANI. Alilo.mp3 | Giorgi and Ilia Zardiashvili | 1967 | KAKHETI |
| col_10_track_117 | col_10 | Orovela | 34. KAKHETI. KVARELI. Orovela.mp3 | გრიმო/CD4/34. KAKHETI. KVARELI. Orovela.mp3 | Tsiala Lekishvili | 1967 | KAKHETI |
| col_10_track_118 | col_10 | Mravalzhamier | 35. KAKHETI. SHILDA. Mravalzhamier.mp3 | გრიმო/CD4/35. KAKHETI. SHILDA. Mravalzhamier.mp3 | Ninia Eloshvili and Mikheil Jikurishvili | 1967 | KAKHETI |
| col_10_track_119 | col_10 | Chveni maspindzlis sasakhle supruli | 44. KAKHETI. GURJAANI. Chveni maspindzlis sasakhle supruli.mp3 | გრიმო/CD4/44. KAKHETI. GURJAANI. Chveni maspindzlis sasakhle supruli.mp3 | Giorgi and Ilia Zardiashvili | 1967 | KAKHETI |
| col_10_track_120 | col_10 | Zamtari | 06. KAKHETI. TELAVI. Zamtari.mp3 | გრიმო/CD4/06. KAKHETI. TELAVI. Zamtari.mp3 | Shalva Markozashvili and Shalva Bidzinashvili | 1967 | KAKHETI |
| col_10_track_121 | col_10 | Mevenakhis simghera | 85. KAKHETI. VAKIRI. Mevenakhis simghera.mp3 | გრიმო/CD4/85. KAKHETI. VAKIRI. Mevenakhis simghera.mp3 | Ilo Nanobashvili | 1967 | KAKHETI |
| col_10_track_122 | col_10 | Aghdgomasa shensa | 58. KAKHETI. GURJAANI. Aghdgomasa shensa.mp3 | გრიმო/CD4/58. KAKHETI. GURJAANI. Aghdgomasa shensa.mp3 | Ioseb Mughalashvili and Vano Shoshiashvili | 1967 | KAKHETI |
| col_10_track_123 | col_10 | Salaghobo | 26. KAKHETI. ARTANA. Salaghobo.mp3 | გრიმო/CD4/26. KAKHETI. ARTANA. Salaghobo.mp3 | Lia Chakhutashvili | 1967 | KAKHETI |
| col_10_track_124 | col_10 | Dzlier Stiroda | 09. KAKHETI. TELAVI. Dzlier Stiroda.mp3 | გრიმო/CD4/09. KAKHETI. TELAVI. Dzlier Stiroda.mp3 | Artem Pirumashvili and Shalva Markozashvili | 1967 | KAKHETI |
| col_10_track_125 | col_10 | Qanimkuri | 86. KAKHETI. VAKIRI. Qanimkuri.mp3 | გრიმო/CD4/86. KAKHETI. VAKIRI. Qanimkuri.mp3 | Ilo Nanobashvili | 1967 | KAKHETI |
| col_10_track_126 | col_10 | Mravalzhamier | 31. KAKHETI. KVARELI. Mravalzhamier.mp3 | გრიმო/CD4/31. KAKHETI. KVARELI. Mravalzhamier.mp3 | Jemal Butskhrikidze and Zurab Revazishvili | 1967 | KAKHETI |
| col_10_track_127 | col_10 | Tsmindao ghmerto | 56. KAKHETI. GURJAANI. Tsmindao ghmerto.mp3 | გრიმო/CD4/56. KAKHETI. GURJAANI. Tsmindao ghmerto.mp3 | Ioseb Mughalashvili and Vano Shoshiashvili | 1967 | KAKHETI |
| col_10_track_128 | col_10 | Glesam da glesam namgalo | 48. KAKHETI. GURJAANI. Glesam da glesam namgalo.mp3 | გრიმო/CD4/48. KAKHETI. GURJAANI. Glesam da glesam namgalo.mp3 | Giorgi and Ilia Zardiashvili | 1967 | KAKHETI |
| col_10_track_129 | col_10 | Maqruli | 41. KAKHETI. SHILDA. Maqruli.mp3 | გრიმო/CD4/41. KAKHETI. SHILDA. Maqruli.mp3 | Ninia Eloshvili and Data Tetrashvili | 1967 | KAKHETI |
| col_10_track_130 | col_10 | Shen khar venakhi | 54. KAKHETI. GURJAANI. Shen khar venakhi.mp3 | გრიმო/CD4/54. KAKHETI. GURJAANI. Shen khar venakhi.mp3 | Giorgi and Ilia Zardiashvili | 1967 | KAKHETI |
| col_10_track_131 | col_10 | Zamtari | 75. KAKHETI. ANAGA. Zamtari.mp3 | გრიმო/CD4/75. KAKHETI. ANAGA. Zamtari.mp3 | Giorgi Lomashvili and Vasil Makhashvili | 1967 | KAKHETI |
| col_10_track_132 | col_10 | Upalo, shegvitsqalen | 57. KAKHETI. GURJAANI. Upalo, shegvitsqalen.mp3 | გრიმო/CD4/57. KAKHETI. GURJAANI. Upalo, shegvitsqalen.mp3 | Ioseb Mughalashvili and Vano Shoshiashvili | 1967 | KAKHETI |
| col_10_track_133 | col_10 | Iqaltos akademias | 12. KAKHETI. IQALTO. Iqaltos akademias.mp3 | გრიმო/CD4/12. KAKHETI. IQALTO. Iqaltos akademias.mp3 | Gigla Papalashvili and Davit Bazerashvili | 1967 | KAKHETI |
| col_10_track_134 | col_10 | Urmuli | 33. KAKHETI. KVARELI. Urmuli.mp3 | გრიმო/CD4/33. KAKHETI. KVARELI. Urmuli.mp3 | Zurab Revazishvili | 1967 | KAKHETI |
| col_10_track_135 | col_10 | Chveni maspindzlis sasakhle supruli | 79. KAKHETI. VAKIRI. Chveni maspindzlis sasakhle supruli.mp3 | გრიმო/CD4/79. KAKHETI. VAKIRI. Chveni maspindzlis sasakhle supruli.mp3 | A 13-member choir of the Vakiri village club | 1967 | KAKHETI |
| col_10_track_136 | col_10 | Mravalzhamieri | 02. KAKHETI. TELAVI. Mravalzhamieri.mp3 | გრიმო/CD4/02. KAKHETI. TELAVI. Mravalzhamieri.mp3 | Artem Pirumashvili and Shalva Bidzinashvili | 1967 | KAKHETI |
| col_10_track_137 | col_10 | Ghmerto, ghmerto | 36. KAKHETI. SHILDA. Ghmerto, ghmerto.mp3 | გრიმო/CD4/36. KAKHETI. SHILDA. Ghmerto, ghmerto.mp3 | Ninia Eloshvili and Mikheil Jikurishvili | 1967 | KAKHETI |
| col_10_track_138 | col_10 | Gushin shvidni gurjanelni | 45. KAKHETI. GURJAANI. Gushin shvidni gurjanelni.mp3 | გრიმო/CD4/45. KAKHETI. GURJAANI. Gushin shvidni gurjanelni.mp3 | Giorgi and Ilia Zardiashvili | 1967 | KAKHETI |
| col_10_track_139 | col_10 | Avtandil gadinadira | 43. KAKHETI. GURJAANI. Avtandil gadinadira.mp3 | გრიმო/CD4/43. KAKHETI. GURJAANI. Avtandil gadinadira.mp3 | Giorgi and Ilia Zardiashvili | 1967 | KAKHETI |
| col_10_track_140 | col_10 | Dakarguli saplavi Tamar mepe | 10. KAKHETI. TELAVI. Dakarguli saplavi Tamar mepe.mp3 | გრიმო/CD4/10. KAKHETI. TELAVI. Dakarguli saplavi Tamar mepe.mp3 | Gigla (Giorgi) Papalashvili | 1967 | KAKHETI |
| col_10_track_141 | col_10 | Sulta tana... Ganusvene | 62. KAKHETI. GURJAANI. Sulta tana... Ganusvene.mp3 | გრიმო/CD4/62. KAKHETI. GURJAANI. Sulta tana... Ganusvene.mp3 | Solomon Elizbarashvili and Vano Shoshiashvili | 1967 | KAKHETI |
| col_10_track_142 | col_10 | Qanis mkuri | 28. KAKHETI. KVARELI. Qanis mkuri.mp3 | გრიმო/CD4/28. KAKHETI. KVARELI. Qanis mkuri.mp3 | Jemal Butskhrikidze and Zurab Revazishvili | 1967 | KAKHETI |
| col_10_track_143 | col_10 | Kriste aghsdga | 59. KAKHETI. GURJAANI. Kriste aghsdga.mp3 | გრიმო/CD4/59. KAKHETI. GURJAANI. Kriste aghsdga.mp3 | Ioseb Mughalashvili and Vano Shoshiashvili | 1967 | KAKHETI |
| col_10_track_144 | col_10 | Chakrulo | 03. KAKHETI. TELAVI. Chakrulo.mp3 | გრიმო/CD4/03. KAKHETI. TELAVI. Chakrulo.mp3 | Avtandil Shashurashvili and Shalva Markozashvili | 1967 | KAKHETI |
| col_10_track_145 | col_10 | Shashvi-kakabi | 83. KAKHETI. VAKIRI. Shashvi-kakabi.mp3 | გრიმო/CD4/83. KAKHETI. VAKIRI. Shashvi-kakabi.mp3 | A 13-member choir of the Vakiri village club | 1967 | KAKHETI |
| col_10_track_146 | col_10 | Oduri | 42. KAKHETI. SHILDA. Oduri.mp3 | გრიმო/CD4/42. KAKHETI. SHILDA. Oduri.mp3 | Ninia Eloshvili, Amiran Dekanozishvili, Mikheil Jikurishvili, and Data Tetrashvili | 1967 | KAKHETI |
| col_10_track_147 | col_10 | Dzmao, rai sjobs dzmobasa | 29. KAKHETI. KVARELI. Dzmao, rai sjobs dzmobasa.mp3 | გრიმო/CD4/29. KAKHETI. KVARELI. Dzmao, rai sjobs dzmobasa.mp3 | Jemal Butskhrikidze and Zurab Revazishvili | 1967 | KAKHETI |
| col_10_track_148 | col_10 | Shashvi-kakabi | 07. KAKHETI. TELAVI. Shashvi-kakabi.mp3 | გრიმო/CD4/07. KAKHETI. TELAVI. Shashvi-kakabi.mp3 | Artem Pirumashvili and Shalva Markozashvili | 1967 | KAKHETI |
| col_10_track_149 | col_10 | Simghera shota rustavelze | 18. KAKHETI. IQALTO. Simghera shota rustavelze.mp3 | გრიმო/CD4/18. KAKHETI. IQALTO. Simghera shota rustavelze.mp3 | Piruz Mrelashvili | 1967 | KAKHETI |
| col_10_track_150 | col_10 | Iavnana | 76. KAKHETI. ANAGA. Iavnana.mp3 | გრიმო/CD4/76. KAKHETI. ANAGA. Iavnana.mp3 | Tamar Darchiashvili | 1967 | KAKHETI |
| col_10_track_151 | col_10 | Qanis mkuri mushuri | 22. KAKHETI. ARTANA. Qanis mkuri mushuri.mp3 | გრიმო/CD4/22. KAKHETI. ARTANA. Qanis mkuri mushuri.mp3 | Andro Simashvili and Abria Simashvili | 1967 | KAKHETI |
| col_10_track_152 | col_10 | Namgalo | 23. KAKHETI. ARTANA. Namgalo.mp3 | გრიმო/CD4/23. KAKHETI. ARTANA. Namgalo.mp3 | Giorgi Giorgobiani and Andro Simashvili | 1967 | KAKHETI |
| col_10_track_153 | col_10 | Urmuli | 11. KAKHETI. TELAVI. Urmuli.mp3 | გრიმო/CD4/11. KAKHETI. TELAVI. Urmuli.mp3 | Gigla (Giorgi) Papalashvili | 1967 | KAKHETI |
| col_10_track_154 | col_10 | Berikatsi var | 72. KAKHETI. ANAGA. Berikatsi var.mp3 | გრიმო/CD4/72. KAKHETI. ANAGA. Berikatsi var.mp3 | Ivane Doroqashvili and Giorgi Darchiashvili | 1967 | KAKHETI |
| col_10_track_155 | col_10 | Chveni maspindzlis sasakhle | 04. KAKHETI. TELAVI. Chveni maspindzlis sasakhle.mp3 | გრიმო/CD4/04. KAKHETI. TELAVI. Chveni maspindzlis sasakhle.mp3 | Artem Pirumashvili and Shalva Markozashvili | 1967 | KAKHETI |
| col_10_track_156 | col_10 | Zamtari | 20. KAKHETI. ARTANA. Zamtari.mp3 | გრიმო/CD4/20. KAKHETI. ARTANA. Zamtari.mp3 | Andro Simashvili and Abria Simashvili | 1967 | KAKHETI |
| col_10_track_157 | col_10 | Chakrulo | 51. KAKHETI. GURJAANI. Chakrulo.mp3 | გრიმო/CD4/51. KAKHETI. GURJAANI. Chakrulo.mp3 | Giorgi and Ilia Zardiashvili | 1967 | KAKHETI |
| col_10_track_158 | col_10 | Chakrulo | 32. KAKHETI. KVARELI. Chakrulo.mp3 | გრიმო/CD4/32. KAKHETI. KVARELI. Chakrulo.mp3 | Jemal Butskhrikidze and Zurab Revazishvili | 1967 | KAKHETI |
| col_10_track_159 | col_10 | Mushuri | 15. KAKHETI. IQALTO. Mushuri.mp3 | გრიმო/CD4/15. KAKHETI. IQALTO. Mushuri.mp3 | Piruz Mrelashvili and Vano Mrelashvili | 1967 | KAKHETI |
| col_10_track_160 | col_10 | Mitsvalebulta kvereksi - Litany for the deceased | 60. KAKHETI. GURJAANI. Mitsvalebulta kvereksi - Litany for the deceased.mp3 | გრიმო/CD4/60. KAKHETI. GURJAANI. Mitsvalebulta kvereksi - Litany for the deceased.mp3 | Ioseb Mughalashvili and Vano Shoshiashvili | 1967 | KAKHETI |
| col_10_track_161 | col_10 | Alilo | 39. KAKHETI. SHILDA. Alilo.mp3 | გრიმო/CD4/39. KAKHETI. SHILDA. Alilo.mp3 | Mikheil Jikurishvili and Ninia Eloshvili | 1967 | KAKHETI |
| col_10_track_162 | col_10 | Garekakhuri satsekvao | 68. KAKHETI. SIGHNAGHI. Garekakhuri satsekvao.mp3 | გრიმო/CD4/68. KAKHETI. SIGHNAGHI. Garekakhuri satsekvao.mp3 | Valerian Nanobashvili and Anzor Burjanadze | 1967 | KAKHETI |
| col_10_track_163 | col_10 | Mravalzhamier | 73. KAKHETI. ANAGA. Mravalzhamier.mp3 | გრიმო/CD4/73. KAKHETI. ANAGA. Mravalzhamier.mp3 | Giorgi Lomashvili and Vasil Makhashvili | 1967 | KAKHETI |
| col_10_track_164 | col_10 | Shemodzakhili | 69. KAKHETI. SIGHNAGHI. Shemodzakhili.mp3 | გრიმო/CD4/69. KAKHETI. SIGHNAGHI. Shemodzakhili.mp3 | Giorgi Tukhashvili and Nikoloz Mekirishvili | 1967 | KAKHETI |
| col_10_track_165 | col_10 | Orovela | 71. KAKHETI. SIGHNAGHI. Orovela.mp3 | გრიმო/CD4/71. KAKHETI. SIGHNAGHI. Orovela.mp3 | Barbare Chakhvashvili | 1967 | KAKHETI |
| col_10_track_166 | col_10 | Maqruli | 49. KAKHETI. GURJAANI. Maqruli.mp3 | გრიმო/CD4/49. KAKHETI. GURJAANI. Maqruli.mp3 | Giorgi and Ilia Zardiashvili | 1967 | KAKHETI |
| col_10_track_167 | col_10 | Skhvata mojamagirobas | 14. KAKHETI. IQALTO. Skhvata mojamagirobas.mp3 | გრიმო/CD4/14. KAKHETI. IQALTO. Skhvata mojamagirobas.mp3 | Davit Bazerashvili and Piruz Mrelashvili | 1967 | KAKHETI |
| col_10_track_168 | col_10 | Hegi oga | 16. KAKHETI. IQALTO. Hegi oga.mp3 | გრიმო/CD4/16. KAKHETI. IQALTO. Hegi oga.mp3 | Piruz Mrelashvili and Vano Mrelashvili | 1967 | KAKHETI |
| col_10_track_169 | col_10 | Kalospiruli | 70. KAKHETI. SIGHNAGHI. Kalospiruli.mp3 | გრიმო/CD4/70. KAKHETI. SIGHNAGHI. Kalospiruli.mp3 | Valerian Nanobashvili and Nikoloz Mekirishvili | 1967 | KAKHETI |
| col_10_track_170 | col_10 | Chakrulo | 38. KAKHETI. SHILDA. Chakrulo.mp3 | გრიმო/CD4/38. KAKHETI. SHILDA. Chakrulo.mp3 | Mikheil Jikurishvili and Ninia Eloshvili | 1967 | KAKHETI |
| col_10_track_171 | col_10 | Diambego | 52. KAKHETI. GURJAANI. Diambego.mp3 | გრიმო/CD4/52. KAKHETI. GURJAANI. Diambego.mp3 | Giorgi and Ilia Zardiashvili | 1967 | KAKHETI |
| col_10_track_172 | col_10 | Tsangala da gogona | 66. KAKHETI. SIGHNAGHI. Tsangala da gogona.mp3 | გრიმო/CD4/66. KAKHETI. SIGHNAGHI. Tsangala da gogona.mp3 | Valerian Nanobashvili and Givi Gochitashvili | 1967 | KAKHETI |
| col_10_track_173 | col_10 | Mravalzhamier | 78. KAKHETI. VAKIRI. Mravalzhamier.mp3 | გრიმო/CD4/78. KAKHETI. VAKIRI. Mravalzhamier.mp3 | A 13-member choir of the Vakiri village club | 1967 | KAKHETI |
| col_10_track_174 | col_10 | Varsali, lale | 46. KAKHETI. GURJAANI. Varsali, lale.mp3 | გრიმო/CD4/46. KAKHETI. GURJAANI. Varsali, lale.mp3 | Giorgi and Ilia Zardiashvili | 1967 | KAKHETI |
| col_10_track_175 | col_10 | Chonguro | 37. KAKHETI. SHILDA. Chonguro.mp3 | გრიმო/CD4/37. KAKHETI. SHILDA. Chonguro.mp3 | Ninia Eloshvili and Mikheil Jikurishvili | 1967 | KAKHETI |
| col_10_track_176 | col_10 | Nana | 77. KAKHETI. ANAGA. Nana.mp3 | გრიმო/CD4/77. KAKHETI. ANAGA. Nana.mp3 | Tamar Darchiashvili | 1967 | KAKHETI |
| col_10_track_177 | col_10 | Diambego | 74. KAKHETI. ANAGA. Diambego.mp3 | გრიმო/CD4/74. KAKHETI. ANAGA. Diambego.mp3 | Giorgi Lomashvili and Vasil Makhashvili | 1967 | KAKHETI |
| col_10_track_178 | col_10 | Maqruli | 05. KAKHETI. TELAVI. Maqruli.mp3 | გრიმო/CD4/05. KAKHETI. TELAVI. Maqruli.mp3 | Avtandil Shashurashvili, Shalva Markozashvili, Artem Pirumashvili, and Shalva Bidzinashvili | 1967 | KAKHETI |
| col_10_track_179 | col_10 | Tamar kalo | 13. KAKHETI. IQALTO. Tamar kalo.mp3 | გრიმო/CD4/13. KAKHETI. IQALTO. Tamar kalo.mp3 | Gigla Papalashvili and Davit Bazerashvili | 1967 | KAKHETI |
| col_10_track_180 | col_10 | Garekakhuri satsekvao | 67. KAKHETI. SIGHNAGHI. Garekakhuri satsekvao.mp3 | გრიმო/CD4/67. KAKHETI. SIGHNAGHI. Garekakhuri satsekvao.mp3 | Valerian Nanobashvili and Anzor Burjanadze | 1967 | KAKHETI |
| col_10_track_181 | col_10 | Mgzavruli kardenakhuli | 63. KAKHETI. GURJAANI. Mgzavruli kardenakhuli.mp3 | გრიმო/CD4/63. KAKHETI. GURJAANI. Mgzavruli kardenakhuli.mp3 | Ilia Zardiashvili and Solomon Elizbarashvili | 1967 | KAKHETI |
| col_10_track_182 | col_10 | Mrvalzhamier | 53. KAKHETI. GURJAANI. Mrvalzhamier.mp3 | გრიმო/CD4/53. KAKHETI. GURJAANI. Mrvalzhamier.mp3 | Giorgi and Ilia Zardiashvili | 1967 | KAKHETI |
| col_10_track_183 | col_10 | Mamao chveno | 55. KAKHETI. GURJAANI. Mamao chveno.mp3 | გრიმო/CD4/55. KAKHETI. GURJAANI. Mamao chveno.mp3 | Ioseb Mughalashvili and Vano Shoshiashvili | 1967 | KAKHETI |
| col_10_track_184 | col_10 | Simindsa tokhna davutsqot | 64. KAKHETI. GURJAANI. Simindsa tokhna davutsqot.mp3 | გრიმო/CD4/64. KAKHETI. GURJAANI. Simindsa tokhna davutsqot.mp3 | Sosia Zardiashvili and Ilia Zardiashvili | 1967 | KAKHETI |
| col_10_track_185 | col_10 | Mushuri | 47. KAKHETI. GURJAANI. Mushuri.mp3 | გრიმო/CD4/47. KAKHETI. GURJAANI. Mushuri.mp3 | Giorgi and Ilia Zardiashvili | 1967 | KAKHETI |
| col_10_track_186 | col_10 | Simghera akhal tbilisze | 19. KAKHETI. IQALTO. Simghera akhal tbilisze.mp3 | გრიმო/CD4/19. KAKHETI. IQALTO. Simghera akhal tbilisze.mp3 | Vano Mrelashvili | 1967 | KAKHETI |
| col_10_track_187 | col_10 | Mtsqemsuri | 27. KAKHETI. ARTANA. Mtsqemsuri.mp3 | გრიმო/CD4/27. KAKHETI. ARTANA. Mtsqemsuri.mp3 | Lia Chakhutashvili | 1967 | KAKHETI |
